# version 1:
# return mean, return var, return count, return stder, step duration mean
-1.14877045962, 716.582849922, 200000.0, 0.0598574494078, 0.03940220105
-1.25877191421, 726.122216563, 200000.0, 0.0602545523825, 0.04042899925
-1.27982645757, 730.153898511, 200000.0, 0.0604215978981, 0.04080069805
-1.25858120423, 728.945975004, 200000.0, 0.060371598248, 0.0407166171
-1.24588885945, 727.696243782, 200000.0, 0.060319824427, 0.04193883325
-1.3623503975, 737.572332746, 200000.0, 0.0607277668265, 0.0439577299
-1.23293273531, 726.555241762, 200000.0, 0.0602725161978, 0.0434744728
-1.13962011706, 718.6168117, 200000.0, 0.059942339448, 0.0447121348
-1.11833636203, 717.138618812, 200000.0, 0.0598806570944, 0.04506628685
-1.11883586277, 716.718175474, 200000.0, 0.0598631011339, 0.0462666714
-1.10148277408, 714.216269473, 200000.0, 0.0597585253112, 0.0470812513
-0.926883470114, 699.481501614, 200000.0, 0.0591388832163, 0.04708356795
-0.91562745722, 696.564970203, 200000.0, 0.0590154628129, 0.04906842805
-0.80110797482, 686.387019999, 200000.0, 0.0585827201485, 0.050431376
-0.836395281945, 688.14168599, 200000.0, 0.0586575521988, 0.04975604685
-0.814695676065, 686.168814638, 200000.0, 0.05857340756, 0.05199855505
-0.771054061305, 680.684294813, 200000.0, 0.0583388504692, 0.050934593
-0.614065606905, 667.663941585, 200000.0, 0.0577781940521, 0.0530250297
-0.59012067142, 664.78570287, 200000.0, 0.0576535212658, 0.0545233119
-0.586601702115, 663.029789026, 200000.0, 0.057577330132, 0.05401330235
-0.594428065906, 663.429037556, 200000.0, 0.0575946628411, 0.0548750496
-0.453695115455, 650.764135482, 200000.0, 0.0570422709699, 0.05757203495
-0.4358791968, 648.218446637, 200000.0, 0.0569305913651, 0.05797559425
-0.327491555305, 638.242328098, 200000.0, 0.0564908102304, 0.05905673895
-0.35545932052, 639.264876834, 200000.0, 0.0565360449994, 0.05927348565
-0.24576805062, 629.272352729, 200000.0, 0.0560924394517, 0.06104437855
-0.12481882864, 617.6922239, 200000.0, 0.0555739248164, 0.05961117845
-0.11903461377, 616.698970135, 200000.0, 0.0555292251943, 0.06218586815
-0.050299238655, 609.26871077, 200000.0, 0.0551936912504, 0.06160502365
-0.051292760555, 610.345962759, 200000.0, 0.0552424638643, 0.06309965675
0.073201827815, 598.336423971, 200000.0, 0.0546962715352, 0.06444120625
0.151732706035, 590.880891523, 200000.0, 0.0543544336518, 0.06581174035
0.19847401276, 586.564588513, 200000.0, 0.0541555439689, 0.0659765934
0.30127438523, 577.431682245, 200000.0, 0.0537322846269, 0.0680364528
0.16867838802, 586.948348484, 200000.0, 0.0541732567086, 0.06954984705
0.40179680869, 566.323921477, 200000.0, 0.0532129646551, 0.0693082996
0.470222854555, 559.18504971, 200000.0, 0.052876509421, 0.07020155755
0.39213624714, 565.652767839, 200000.0, 0.0531814238169, 0.07177396505
0.499833893655, 555.429777841, 200000.0, 0.0526986611709, 0.0742786862
0.61282372855, 544.939550779, 200000.0, 0.0521986374716, 0.0743169347
0.59313711757, 545.224666173, 200000.0, 0.0522122909942, 0.07598633835
0.65993356888, 538.429775684, 200000.0, 0.0518859217748, 0.07613231445
0.67209281678, 537.285674492, 200000.0, 0.051830766659, 0.07513008105
0.725098919815, 532.214073985, 200000.0, 0.0515855635806, 0.07831300885
0.773961380415, 527.016107968, 200000.0, 0.0513330355603, 0.07829439775
0.76745340824, 526.537198202, 200000.0, 0.0513097065964, 0.0824879113
0.85967909636, 517.931060104, 200000.0, 0.0508886559119, 0.08012543815
0.917796763165, 512.25046994, 200000.0, 0.0506088169166, 0.0808123903
0.93031291893, 510.122241227, 200000.0, 0.0505035761717, 0.08365443495
1.0539467693, 498.115109993, 200000.0, 0.0499056665116, 0.08433002825
