# version 1:
# return mean, return var, return count, return stder, step duration mean
0.99732764081, 503.180976497, 200000.0, 0.0501587966611, 0.08488735215
1.09389001432, 494.076850538, 200000.0, 0.0497029602005, 0.08627058265
1.04142316057, 498.130941584, 200000.0, 0.0499064595811, 0.0881714908
1.1549487044, 488.396150024, 200000.0, 0.0494164016306, 0.0894039306
1.11996960063, 488.998008613, 200000.0, 0.0494468405772, 0.0897339025
1.18488917805, 484.102473914, 200000.0, 0.0491987029257, 0.08930617515
1.20453823745, 480.842187372, 200000.0, 0.0490327537148, 0.08962677015
1.28579304999, 473.964896979, 200000.0, 0.0486808430997, 0.091775987
1.24263877826, 477.658795005, 200000.0, 0.0488701746981, 0.09449055975
1.3250606788, 470.102855991, 200000.0, 0.0484821026767, 0.0933466375
1.42250906241, 460.606594017, 200000.0, 0.0479899257145, 0.09532657805
1.46974458685, 457.01848678, 200000.0, 0.0478026404491, 0.09717468485
1.46526056861, 455.606086807, 200000.0, 0.0477287170793, 0.09638865595
1.48898781628, 454.329489565, 200000.0, 0.0476618028176, 0.0981423826
1.49356973599, 452.684313838, 200000.0, 0.0475754303101, 0.09691044835
1.49116345245, 452.299210512, 200000.0, 0.047555189544, 0.10077088505
1.46213465879, 455.341910861, 200000.0, 0.0477148777039, 0.10114546825
1.59638872956, 442.352627834, 200000.0, 0.047029385911, 0.10545141205
1.52883207667, 448.868847533, 200000.0, 0.0473745104214, 0.1062905695
1.57715381847, 444.263859122, 200000.0, 0.0471308741231, 0.10372258235
1.61215049051, 440.493660248, 200000.0, 0.0469304624017, 0.10836842605
1.64602397925, 436.810856904, 200000.0, 0.0467338665693, 0.10504276185
1.69368018846, 432.913418566, 200000.0, 0.0465249083054, 0.11048038365
1.7012610346, 431.525948059, 200000.0, 0.0464502932208, 0.10692245865
1.77768149957, 424.742609379, 200000.0, 0.046083761206, 0.10603835345
1.75205709599, 426.543447165, 200000.0, 0.0461813516024, 0.1093013815
1.7790994918, 424.676787787, 200000.0, 0.0460801903092, 0.1110337334
1.79427350005, 422.844362383, 200000.0, 0.0459806678063, 0.10941446335
1.80807460106, 421.551302826, 200000.0, 0.0459103094536, 0.11314132
1.82764878321, 419.247550197, 200000.0, 0.0457846890454, 0.1166329645
1.83699504437, 416.774204007, 200000.0, 0.0456494361415, 0.11609735045
1.88269811435, 414.210190087, 200000.0, 0.045508800802, 0.1137188597
1.91379411949, 410.909827352, 200000.0, 0.045327134663, 0.1188736034
1.81903159544, 419.261395983, 200000.0, 0.0457854450662, 0.1162463575
1.95356291247, 407.845973264, 200000.0, 0.0451578328346, 0.1219826972
1.9909671721, 403.939774074, 200000.0, 0.0449410599605, 0.11968048705
1.9238475811, 409.710355187, 200000.0, 0.0452609299058, 0.1202488316
1.99599737635, 403.057446128, 200000.0, 0.0448919506219, 0.1231579948
2.01382899959, 401.331795774, 200000.0, 0.0447957473302, 0.1234736334
1.9702082248, 404.928021353, 200000.0, 0.0449960010086, 0.1219412829
2.02922236996, 399.581097758, 200000.0, 0.0446979360685, 0.12343447415
2.04750372425, 397.662042698, 200000.0, 0.0445904722277, 0.12589954515
2.04396387225, 398.135205087, 200000.0, 0.0446169925637, 0.1285116179
2.03866919385, 398.276866355, 200000.0, 0.0446249294876, 0.12787876565
2.06329063293, 395.6779271, 200000.0, 0.0444790921164, 0.1294356387
1.98766910655, 402.396311732, 200000.0, 0.0448551174189, 0.13063823295
2.03086609404, 398.210408439, 200000.0, 0.0446212061938, 0.12818218965
2.07826336078, 394.871278147, 200000.0, 0.0444337303266, 0.131721242
2.12842894891, 390.225995473, 200000.0, 0.0441715969528, 0.1343848062
2.18212374497, 385.584265766, 200000.0, 0.0439081009477, 0.13380991385
